canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],subType-int,type-int,useLv-int,userType-int
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebiji mata batu yang besar yang memancarkan kuasa purba, mampu mendedahkan rahsia tersembunyi.
",0,item-icon-493,493, Mata Batu Raksasa,1,0,4,7,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Bunga yang jarang dan berwarna-warni, memancarkan sinar api, ditemui di kawasan berapi.
",0,item-icon-494,494, Bunga Lava,1,0,4,7,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Bahan bakar untuk kehangatan dan memasak, penting untuk bertahan hidup di hutan belantara.
",0,item-icon-495,495, Kayu Api,1,0,4,7,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Bilangan perkataan bagi setiap penerangan adalah dalam had yang ditetapkan iaitu 20 perkataan.
",0,item-icon-496,496, Lava,1,0,4,7,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Bunga yang berwarna cerah yang memancarkan kehangatan dan kecantikan, melambangkan semangat dan kehidupan.
",0,item-icon-497,497, Bunga Cempaka Merah Berapi,1,0,4,7,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Terjemahan yang diberikan di atas adalah berdasarkan anggapan bahawa ""Heard of Fire"" merujuk kepada nama permainan atau konsep tertentu dalam permainan. Jika ia mempunyai makna yang berbeza, sila beritahu saya supaya saya boleh menyesuaikan terjemahan tersebut.
",0,item-icon-498,498, Mendengar Api,1,0,4,7,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah labu berapi yang melepaskan api yang membakar musuh, menyebabkan kerosakan yang meluas.
",0,item-icon-499,499, Labu Panas,1,0,4,7,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah batu besar yang diisi dengan kuasa purba, mampu membentuk bumi itu sendiri.
",0,item-icon-500,500, Batu Raksasa,1,0,4,7,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Partikel berkilauan yang berkelip-kelip dan menari, melemparkan sinar yang mempesonakan di mana-mana mereka pergi.
",0,item-icon-501,501, Debu Menawan,1,0,4,7,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah batu yang kuat yang memanfaatkan esensi berapi, mampu melepaskan api yang dahsyat.
",0,item-icon-502,502, Batu Api,1,0,4,7,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Kasut yang berwarna-warni ini meningkatkan kecekapan dan kelajuan petani, sempurna untuk menjaga tanaman dan menavigasi ladang.
",0,item-icon-503,503, Kaki Berjalur Kuning,1,0,4,8,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Aksesori yang cantik yang diperbuat daripada sisik naga yang perkasa, meningkatkan kuasa pemakainya.
",0,item-icon-504,504, Perhiasan Naga,1,0,4,8,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebiji bola mistik yang memberikan penglihatan yang lebih baik, membolehkan anda melihat harta karun dan rahsia tersembunyi.
",0,item-icon-505,505, Mata Elang,1,0,4,8,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Bahan yang ringan dan fleksibel yang meningkatkan kecekapan dan pergerakan.",0,item-icon-506,506, Serat Kosong,1,0,4,8,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Ringan dan tahan lama, kayu ini sempurna untuk membuat busur dan anak panah.
",0,item-icon-507,507,Kayu Berongga,1,0,4,8,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah batu misteri dengan inti kosong, memancarkan tenaga purba.
",0,item-icon-508,508,Batu Berongga,1,0,4,8,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sehelai daun yang halus yang diisi dengan tenaga misteri, mampu meningkatkan keupayaan sihir.
",0,item-icon-509,509,Daun Berongga,1,0,4,8,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah buah misteri dengan teras yang kosong, dikatakan mempunyai kuasa tersembunyi.
",0,item-icon-510,510,Buah Berongga,1,0,4,8,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sehelai bunga yang halus dengan pusat yang hampa, memancarkan aura yang menenangkan.
",0,item-icon-511,511,Bunga Berongga,1,0,4,8,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebutir telur yang jarang dan berharga, menetas oleh burung helang yang megah.
",0,item-icon-512,512,Telur Helang,1,0,4,8,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah batu permata yang jarang dan kuat, dikatakan memegang esensi naga.
",0,item-icon-513,513,Air Mata Naga,1,0,4,8,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah ramuan yang kuat yang menyebabkan gelak tawa yang tidak terkawal, menyebabkan musuh kehilangan fokus dan terhuyung-hayang.
",0,item-icon-514,514,Muntah Berjalur Kuning,1,0,4,8,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sejenis esensi yang kuat yang memberi tenaga kepada kebolehan magik dan meningkatkan tenaga rohani.
",0,item-icon-515,515,Inti Roh,1,0,4,9,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sejenis artifak yang kuat yang meningkatkan kebolehan patung.
",0,item-icon-516,516,Inti Patung,1,0,4,9,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sejenis senjata yang kuat dengan inti berduri, mampu menembus pertahanan musuh.
",0,item-icon-517,517,Inti Duri,1,0,4,9,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sejenis bahan yang tahan lama yang ditenun dari benang perunggu, memberikan daya tahan dan perlindungan yang lebih baik.
",0,item-icon-518,518,Serat Perunggu,1,0,4,9,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sejenis bahan yang tahan lama dengan pesona hangat dan klasik, sempurna untuk membuat senjata dan perkakas yang tahan lama.
",0,item-icon-519,519,Kayu Perunggu,1,0,4,9,1
"1,3,4",1,"Muncul di Domain Purba.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sejenis batu yang tahan lama dengan warna perunggu, sempurna untuk membuat dan pembinaan.
",0,item-icon-520,520,Batu Perunggu,1,0,4,9,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah buah yang jarang yang meningkatkan proses peleburan, meningkatkan kualiti barang yang dihasilkan.",0,item-icon-521,521,Buah Peleburan,1,0,4,9,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Tanaman yang berwarna-warni dan halusinogenik yang meningkatkan persepsi dan memberikan keupayaan magik sementara.
",0,item-icon-522,522,Sayur Psikedelik,1,0,4,9,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui penanaman.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Bunga yang kuat yang memberikan peningkatan sementara kepada keupayaan magik.
",0,item-icon-523,523,Bunga Kuasa,1,0,4,9,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Serbuk letupan yang mencipta duri tajam, memberikan kerosakan tusukan kepada musuh.
",0,item-icon-524,524,Serbuk Duri,1,0,4,9,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Bata yang kukuh digunakan untuk membina patung, menambah daya tahan dan kekuatan.
",0,item-icon-525,525,Bata Patung,1,0,4,9,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Serbuk bercahaya yang memancarkan cahaya yang berwarna-warni, menerangi sudut yang gelap.
",0,item-icon-526,526,Serbuk Fluoresen,1,0,4,9,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia boleh meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.
-------
Sebuah pedang yang menyala yang ditempa dari lava cair, mampu melepaskan kehancuran yang berapi-api.
",0,item-icon-527,527,Pedang Lava Lv7,"1,2,3,4,5",0,1,7,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia boleh meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.
-------
Sebuah senjata yang berapi-api yang ditempa di dalam hati gunung berapi, mampu melepaskan pukulan yang menghancurkan.
",0,item-icon-528,528,Tukul Lava Lv7,"1,2,3,4,5",0,1,7,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia boleh meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.
-------
Sebuah senjata yang berapi-api yang ditempa dari batu lebur, mampu melepaskan anak panah yang membakar.
",0,item-icon-529,529,Busur Lava Lv7,"1,2,3,4,5",0,1,7,1
4,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia boleh meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.
-------
Sebuah pelindung kepala yang berapi-api yang memberikan perlindungan daripada panas yang membakar dan meningkatkan kebolehan bertempur.
",0,item-icon-530,530,Topi Tempur Lava Lv7,"1,2,3,4,5",0,1,7,1
4,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia boleh meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.
-------
Sebuah pakaian pelindung yang berapi-api untuk pejuang yang tak kenal takut, tahan terhadap panas yang membakar.",0,item-icon-531,531,Kot Tempur Lava Lv7,"1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Seluar tahan api untuk pejuang yang tidak takut menghadapi panas terik pertempuran.
",0,item-icon-532,532," Tahap 7 Seluar Tempur Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Sarung tangan berapi yang dipenuhi dengan kuasa lava cair, meningkatkan kecekapan pertempuran.
",0,item-icon-533,533," Tahap 7 Sarung Tangan Tempur Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Kasut tahan api untuk pejuang yang tidak takut menghadapi pertempuran yang terik.
",0,item-icon-534,534," Tahap 7 Kasut Tempur Lava
","1,2,3,4,5",0,1,7,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Alat berapi yang ditempa di dalam hati gunung berapi, sempurna untuk mengumpulkan sumber berharga.
",0,item-icon-535,535," Tahap 7 Sabit Lava
","1,2,3,4,5",0,1,7,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Senjata berapi yang ditempa dari batu lebur, mampu membelah apa sahaja rintangan.
",0,item-icon-536,536," Tahap 7 Kapak Lava
","1,2,3,4,5",0,1,7,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Alat kuasa yang ditempa dari lava lebur, mampu menambang bijih langka.
",0,item-icon-537,537," Tahap 7 Beliung Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Topi berapi yang meningkatkan kebolehan mengumpul di kawasan gunung berapi.
",0,item-icon-538,538," Tahap 7 Topi Kumpul Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Pakaian perlindungan yang direka khas untuk pengumpul mahir yang berani menjelajahi kawasan gunung berapi yang terik.
",0,item-icon-539,539," Tahap 7 Kot Kumpul Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Seluar tahan api untuk pengumpul mahir yang berani menjelajahi persekitaran yang terik.
",0,item-icon-540,540," Tahap 7 Seluar Kumpul Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Sarung tangan tahan panas yang direka khas untuk mengumpul sumber di persekitaran yang terik.
",0,item-icon-541,541," Tahap 7 Sarung Tangan Kumpul Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Kasut khas yang direka untuk pengumpul berani yang menjelajahi kedalaman yang terik.
",0,item-icon-542,542," Tahap 7 Kasut Kumpul Lava
","1,2,3,4,5",0,1,7,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Buat tanaman anda kurang mudah layu.

-------
Cerek berapi yang menggunakan kuasa lava, mampu mendidihkan air dengan segera.
",0,item-icon-543,543," Tahap 7 Cerek Lava
","1,2,3,4,5",0,1,7,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Buat tanaman anda kurang mudah layu.

-------
Alat berapi yang menggunakan kuasa lava lebur untuk pertanian yang cekap.
",0,item-icon-544,544," Tahap 7 Cangkul Lava
","1,2,3,4,5",0,1,7,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Buat tanaman anda kurang mudah layu.

-------
Berus berapi yang menggunakan kuasa lava untuk meningkatkan kebolehan pertanian.
",0,item-icon-545,545," Tahap 7 Berus Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Buat tanaman anda kurang mudah layu.

-------
Topi berapi yang melindungi petani dari panas terik.
",0,item-icon-546,546," Tahap 7 Topi Pertanian Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Buat tanaman anda kurang mudah layu.

-------
Memberikan ketahanan haba yang unggul untuk petani yang bekerja di persekitaran gunung berapi.
",0,item-icon-547,547," Tahap 7 Kot Pertanian Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Buat tanaman anda kurang mudah layu.

-------
Seluar tahan api untuk petani yang tidak takut menghadapi tanaman yang berapi.
",0,item-icon-548,548," Tahap 7 Seluar Pertanian Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Buat tanaman anda kurang mudah layu.

-------
Sarung tangan tahan haba untuk petani yang tidak takut menghadapi tanaman yang berapi.
",0,item-icon-549,549," Tahap 7 Sarung Tangan Pertanian Lava
","1,2,3,4,5",0,1,7,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Buat tanaman anda kurang mudah layu.

-------
Kasut tahan haba untuk petani yang tidak takut menghadapi tanaman yang berapi.
",0,item-icon-550,550," Tahap 7 Kasut Pertanian Lava
","1,2,3,4,5",0,1,7,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Senjata ringan dan lincah, sempurna untuk serangan yang cepat dan tepat.
",0,item-icon-551,551," Tahap 8 Pedang Hollow
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Sebatang palu yang kuat yang ditempa dengan teknologi berongga, mampu memberikan pukulan yang dahsyat.
",0,item-icon-552,552," Tahap 8 Palu Hollow
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Busur ringan dengan reka bentuk berongga, sempurna untuk serangan yang cepat dan tepat.
",0,item-icon-553,553," Tahap 8 Busur Hollow
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Topi ringan dan tahan lama yang memberikan perlindungan yang baik dalam pertempuran.
",0,item-icon-554,554," Tahap 8 Topi Tempur Hollow
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Pakaian ringan dan tahan lama yang direka khas untuk pejuang yang lincah, memberikan mobiliti dan perlindungan yang lebih baik dalam pertempuran.
",0,item-icon-555,555," Tahap 8 Kot Tempur Hollow
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Seluar yang tahan lama yang dibuat untuk pertempuran, memberikan perlindungan yang baik dan kecekapan untuk petualang tahap 8.",0,item-icon-556,556, Tahap 8 Seluar Tempur Hollow,"1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Sarung tangan yang ringan dan tahan lama direka khas untuk pejuang yang lincah, memberikan cengkaman yang lebih baik dan fleksibiliti dalam pertempuran.
",0,item-icon-557,557," Sarung Tangan Tempur Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran
-------
Kasut yang ringan direka khas untuk pejuang yang lincah, memberikan mobiliti yang lebih baik dan pergerakan yang pantas dalam pertempuran.
",0,item-icon-558,558," Kasut Tempur Hollow Lv8
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Alat penuai yang ringan dan tajam, sempurna untuk menuai hasil tanaman dengan tepat.
",0,item-icon-559,559," Sabit Hollow Lv8
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Sebilah kapak kuat dengan reka bentuk berongga, sempurna untuk penuai yang mahir.
",0,item-icon-560,560," Kapak Hollow Lv8
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Sebilah beliung yang kukuh direka khas untuk mengumpul sumber, mampu menggali bijih berharga dengan mudah.
",0,item-icon-561,561," Beliung Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Topi yang ringan direka khas untuk penuai yang mahir, memberikan visibiliti yang lebih baik dan perlindungan di lapangan.
",0,item-icon-562,562," Topi Pengumpul Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Kot yang ringan dan tahan lama direka khas untuk penuai yang mahir.
",0,item-icon-563,563," Kot Pengumpul Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Seluar yang ringan direka khas untuk mengumpul sumber dengan cekap. Meningkatkan kelajuan pergerakan dan menyediakan kapasiti penyimpanan tambahan.
",0,item-icon-564,564," Seluar Pengumpul Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Sarung tangan yang ringan direka khas untuk mengumpul sumber dengan cekap. 
",0,item-icon-565,565," Sarung Tangan Pengumpul Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk mendapatkan sumber yang lebih tinggi.

-------
Kasut yang ringan direka khas untuk mengumpul sumber dengan cekap. Meningkatkan kelajuan pergerakan dan mengurangkan keletihan.
",0,item-icon-566,566," Kasut Pengumpul Hollow Lv8
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu.

-------
Sebiji cerek yang ringan dengan reka bentuk berongga, sempurna untuk membuat ramuan dan campuran.
",0,item-icon-567,567," Cerek Hollow Lv8
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu.

-------
Alat pertanian yang ringan dengan mata pisau yang berongga, sempurna untuk mengolah tanah dengan cekap.
",0,item-icon-568,568," Cangkul Hollow Lv8
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu.

-------
Berus yang ringan dengan bulu berongga, sempurna untuk sapuan halus dan perincian yang tepat.
",0,item-icon-569,569," Berus Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu.

-------
Topi yang ringan dengan reka bentuk berongga, sempurna untuk petani.
",0,item-icon-570,570," Topi Pertanian Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu.

-------
Kot yang ringan dan tahan lasak, direka khas untuk petani yang berdedikasi. Memberikan perlindungan yang baik daripada kotoran dan duri.
",0,item-icon-571,571," Kot Pertanian Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu.

-------
Seluar yang ringan dan selesa, direka khas untuk petani yang berdedikasi.
",0,item-icon-572,572," Seluar Pertanian Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu.

-------
Sarung tangan yang ringan direka khas untuk pertanian yang cekap. Memberikan cengkaman yang lebih baik dan kecekapan untuk tugas yang halus.
",0,item-icon-573,573," Sarung Tangan Pertanian Hollow Lv8
","1,2,3,4,5",0,1,8,1
4,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Membuat tanaman anda kurang mudah layu.

-------
Kasut yang ringan direka khas untuk pertanian yang cekap. Meningkatkan kelajuan pergerakan dan mengurangkan keletihan.
",0,item-icon-574,574," Kasut Pertanian Hollow Lv8
","1,2,3,4,5",0,1,8,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Sebilah pedang gangsa yang kuat untuk pejuang tahap 9, sempurna untuk serangan yang pantas dan tepat.
",0,item-icon-575,575," Pedang Gangsa Lv9
","1,2,3,4,5",0,1,9,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Sebilah palu gangsa yang kukuh untuk pejuang tahap 9, memberikan pukulan yang kuat dalam pertempuran.
",0,item-icon-576,576," Palu Gangsa Lv9
","1,2,3,4,5",0,1,9,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia dapat meningkatkan atribut. Tingkatkan peluang anda untuk bertahan dalam pertempuran.

-------
Sebuah busur yang kuat yang diperbuat daripada gangsa, sempurna untuk pemanah mahir pada tahap 9.
",0,item-icon-577,577," Busur Gangsa Lv9
","1,2,3,4,5",0,1,9,1
